Id;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle;MS;place;Latitude;Longitude
1114;Revue des Nouvelles Technologies de l'Information;EGC;2016;Caractérisation d'instances d'apprentissage pour un méta-mining évolutionnaire;Machine learning has proven to be a powerful tool in diverse fields, and is getting moreand more widely used by non-experts. One of the foremost difficulties they encounter liesin the choice and calibration of the machine learning algorithm to use. Our objective is thusto provide assistance in the matter, using a meta-learning approach based on an evolutionaryheuristic. We introduce here this approach as a potential solution to the limitation of currentdata characterization.;William Raynaut, Chantal Soulé-Dupuy, Nathalie Vallès-Parlangeau, Cédric Dray, Philippe Valet;http://editions-rnti.fr/render_pdf.php?p1&p=1002221;http://editions-rnti.fr/render_pdf.php?p=1002221;11;Reims;49.258339;4.031706
1115;Revue des Nouvelles Technologies de l'Information;EGC;2016;Catégorisation et Désambiguïsation des Intérêts des Individus dans le Web Social;Cet article présente une approche pour la catégorisation et la désambiguïsationdes intérêts que les individus renseignent sur les réseaux sociaux enutilisant Wikipédia.;Coriane Nana Jipmo, Gianluca Quercini, Nacéra Bennacer;http://editions-rnti.fr/render_pdf.php?p1&p=1002212;http://editions-rnti.fr/render_pdf.php?p=1002212;11;Reims;49.258340;4.031707
1116;Revue des Nouvelles Technologies de l'Information;EGC;2016;Clustering par apprentissage de distance guidé par des préférences sur les attributs;Ces dernières années de nombreuses méthodes semi-supervisées declustering ont intégré des contraintes entre paires d'objets ou d'étiquettes declasse, afin que le partitionnement final soit en accord avec les besoins de l'utilisateur.Pourtant dans certains cas où les dimensions d'études sont clairementdéfinies, il semble opportun de pouvoir directement exprimer des contraintessur les attributs pour explorer des données. De plus, une telle formulation permettraitd'éviter les écueils classiques de la malédiction de la dimensionnalitéet de l'interprétation des clusters. Cet article propose de prendre en compte lespréférences de l'utilisateur sur les attributs afin de guider l'apprentissage de ladistance pendant le clustering. Plus précisément, nous montrons comment paramétrerla distance euclidienne par une matrice diagonale dont les coefficientsdoivent être au plus proche des poids fixés par l'utilisateur. Cette approche permetd'ajuster le clustering pour obtenir un compromis entre les approches guidéespar les données et par l'utilisateur. Nous observons que l'ajout des préférencesest parfois essentiel pour atteindre un clustering de meilleure qualité.;Adnan El Moussawi, Ahmed Cheriat, Arnaud Giacometti, Nicolas Labroche, Arnaud Soulet;http://editions-rnti.fr/render_pdf.php?p1&p=1002185;http://editions-rnti.fr/render_pdf.php?p=1002185;4;Reims;49.258341;4.031708
1117;Revue des Nouvelles Technologies de l'Information;EGC;2016;Clustering visuel semi-interactif;Nous proposons dans cet article une approche de clustering visuelsemi-interactif. L'approche proposée utilise la perception visuelle pour guiderl'utilisateur dans le processus interactif. Les clusters sont extraits de manièresuccessive et itérative, puis évalués selon leur ordre d'extraction. Pour l'utilisateur,l'approche semi-interactive permet non seulement d'évaluer les classes enfonction d'un critère déterminé mais aussi d'évaluer l'influence de l'extractiond'un cluster sur ceux précédemment extraits. Un protocole de test est présentéafin de comparer cette approche avec les approches purement automatiques etpurement interactives. Cet article est un résumé d'un papier accepté 1 pour unjournal international.;Lydia Boudjeloud, Philippe Pinheiro, Alexandre Blansché, Thomas Tamisier, Benoît Otjacques;http://editions-rnti.fr/render_pdf.php?p1&p=1002183;http://editions-rnti.fr/render_pdf.php?p=1002183;6;Reims;49.258342;4.031709
1118;Revue des Nouvelles Technologies de l'Information;EGC;2016;Combinaison de méthodes numériques et symboliques pour l'analyse de données métabolomiques;Our work consists in developing a workflow using Knowledge Discovery methodologiesto propose advanced predictive biomarkers discovery solutions from metabolomic data. Wepropose to use machine learning algorithms for feature selection and FCA for visualization.;Dhouha-Grissa, Blandine Comte, Estelle Pujos-Guillot, Amedeo Napoli;http://editions-rnti.fr/render_pdf.php?p1&p=1002228;http://editions-rnti.fr/render_pdf.php?p=1002228;11;Reims;49.258343;4.031710
1119;Revue des Nouvelles Technologies de l'Information;EGC;2016;Concept drift vs suicide: comment l'un peut prévenir l'autre?;Le suicide devient d'année en année une problématique plus préoccupante.Les organismes de santé tels que l'OMS se sont engagés à réduire lenombre de suicides de 10% dans l'ensemble des pays membres d'ici 2020. Sile suicide est généralement un geste impulsif, il existe souvent des actes et desparoles qui peuvent révéler un mal être et représenter des signes précurseurs deprédispositions au suicide. L'objectif de cette étude est de mettre en place unsystème pour détecter semi-automatiquement ces comportements et ces parolesau travers des réseaux sociaux. Des travaux précédents ont proposé la classificationde messages issus de Twitter suivant des thèmes liés au suicide : tristesse,blessures psychologiques, état mental, etc. Dans cette étude, nous ajoutons la dimensiontemporelle pour prendre en compte l'évolution de l'état des personnesmonitorées. Nous avons implémenté pour cela différentes méthodes d'apprentissagedont une méthode originale de concept drift. Nous avons expérimenté avecsuccès cette méthode sur des données réelles issues du réseau social Facebook.;Cédric Maigrot, Sandra Bringay, Jérôme Azé;http://editions-rnti.fr/render_pdf.php?p1&p=1002172;http://editions-rnti.fr/render_pdf.php?p=1002172;7;Reims;49.258344;4.031711
1120;Revue des Nouvelles Technologies de l'Information;EGC;2016;Construction incrémentale d'une structure hiérarchique pour l'exploration visuelle et interactive de larges collections d'images;Dans cet article, nous étudions de manière conjointe la construction etl'exploration visuelle d'une structure de classification pour de très grande based'images. Pour garantir que la structure construite vérifiera les contraintes detaille nécessaires à sa visualisation dans une interface Web tout en reflétant lespropriétés topologiques des données (clusters), nous combinons la classificationhiérarchique de BIRCH (Balanced Iterative Reducing and Clustering using Hierarchies)avec la construction de graphes de voisinage : un graphe de voisinageest créé et mis à jour de manière incrémentale pour représenter les fils de chaquenoeud de l'arbre. De plus, un ensemble d'images représentatives est remonté àchaque noeud interne pour guider l'utilisateur lors de l'exploration visuelle del'arbre. L'ensemble des algorithmes utilisés sont incrémentaux pour gérer l'insertionde nouvelles images dans la collection. Nous présentons les premiersrésultats sur des dizaines de milliers d'images qui peuvent être ainsi structuréesen une minute de temps de calcul. L'exploration dans l'interface est fluide grâceaux propriétés de la structure construite.;Frédéric Rayar, Sabine Barrat, Fatma Bouali, Gilles Venturini;http://editions-rnti.fr/render_pdf.php?p1&p=1002184;http://editions-rnti.fr/render_pdf.php?p=1002184;6;Reims;49.258345;4.031712
1121;Revue des Nouvelles Technologies de l'Information;EGC;2016;Contributions à la coloration des hypergraphes basées sur les traverses minimales;In this paper, we propose two contributions about the determination of chromatic numberand the verification of the 2-colorability property. We introduce an unreleased relation betweenthe problem of hypergraph coloring and the computation of minimal transversals hypergraphand, especially, a subset of them. Thereby, we propose two algorithms in order to optimize theverification of the 2-colorability property of hypergraphs and the evaluation of the chromaticnumber. Experiments carried out on several types of hypergraphs, showed that our algorithmobtains very interesting results.;M. Nidhal Jelassi, Sadok Ben Yahia, Christine Largeron;http://editions-rnti.fr/render_pdf.php?p1&p=1002224;http://editions-rnti.fr/render_pdf.php?p=1002224;11;Reims;49.258346;4.031713
1122;Revue des Nouvelles Technologies de l'Information;EGC;2016;Découverte de labels dupliqués par l'exploration du treillis des classifieurs binaires;L'analyse des données comportementales représente aujourd'hui ungrand enjeu. Tout individu génère des traces d'activité et de mobilité. Lorsqu'ellessont associées aux individus, ou labels, qui les ont créées, il est possiblede construire un modèle qui prédit avec précision l'appartenance d'une nouvelletrace. Sur internet, il est cependant fréquent qu'un utilisateur possède différentesidentités virtuelles, ou labels doublons. Les ignorer provoque une grande réductionde la précision de l'identification. Il est ainsi question dans cet article du problèmede déduplication de labels, et l'on présente une méthode originale baséesur l'exploration du treillis des classifieurs binaires. Chaque sous-ensemble delabels est classifié face à son complémentaire et des contraintes rendent possiblel'identification des labels doublons en élaguant l'espace de recherche. Des expérimentationssont menées sur des données issues du jeu vidéo STARCRAFT 2.Les résultats sont de bonne qualité et encourageants.;Quentin Labernia, Victor Codocedo, Mehdi Kaytoue, Celine Robardet;http://editions-rnti.fr/render_pdf.php?p1&p=1002177;http://editions-rnti.fr/render_pdf.php?p=1002177;1;Reims;49.258347;4.031714
1123;Revue des Nouvelles Technologies de l'Information;EGC;2016;Découverte de motifs intelligibles et caractéristiques d'anomalies dans les traces unitaires;"De nombreuses industries manufacturières s'intéressent aujourd'hui àl'exploitation des grandes collections de traces unitaires. Les applications sontmultiples et vont du simple ""reporting"" à la détection de fraudes en passant parla gestion de retours ou encore la mise en évidence d'incohérences dans lescircuits de distribution. Une étape importante consiste à détecter des anomaliesdans des collections de traces. Si les travaux concernant la détection d'anomaliessont assez nombreux, peu permettent de caractériser les anomalies détectées parune description intelligible. Étant donné un ensemble de traces unitaires, nousdéveloppons une méthode d'extraction de motifs pour détecter et contextualiserdes comportements non conformes à un modèle expert (fourni ou construit àpartir des données). Le degré d'anomalie est alors quantifié grâce à la proportiondu nombre de mouvements des objets qui ne sont pas prévus dans le modèleexpert. Cette recherche est financée partiellement par un programme industrielqui ne permet ni de dévoiler le contexte concret ni de parler des données réelles.Ainsi, nous validons empiriquement la valeur ajoutée de la méthode proposéepar l'étude de traces de mobilité dans un jeu vidéo : nous pouvons alors discuterd'un motif qui explicite les raisons de l'inexpérience de certains joueurs.";Olivier Cavadenti, Victor Codocedo, Mehdi Kaytoue, Jean-François Boulicaut;http://editions-rnti.fr/render_pdf.php?p1&p=1002153;http://editions-rnti.fr/render_pdf.php?p=1002153;3;Reims;49.258348;4.031715
1124;Revue des Nouvelles Technologies de l'Information;EGC;2016;Défi EGC 2016 : Analyse par Motifs Fréquents et Topic Modeling;Dans le domaine de l'analyse de textes, l'extraction de motifs est unetechnique très populaire pour mettre en évidence des relations fréquentes entreles mots. De même, les techniques de topic modeling ont largement fait leurspreuves lorsqu'il s'agit de classer automatiquement des ensembles de textes partageantdes thématiques similaires. Ainsi, ce papier a pour ambition de montrerl'intérêt de l'utilisation conjointe de ces deux techniques afin de mettre en évidence,sous la forme d'un graphe biparti, des mots partageant des thématiquessimilaires mais aussi leurs relations fréquentes, intra et inter thématiques. Lesdonnées du Défi EGC 2016 permettent de valider l'intérêt de l'approche, touten montrant l'évolution des thématiques et des mots clés parmi les papiers de laconférence EGC sur ces onze dernières années.;Julien Aligon, Fabrice Guillet, Julien Blanchard, Fabien Picarougne;http://editions-rnti.fr/render_pdf.php?p1&p=1002192;http://editions-rnti.fr/render_pdf.php?p=1002192;9;Reims;49.258349;4.031716
1125;Revue des Nouvelles Technologies de l'Information;EGC;2016;Défi EGC 2016 Vues Conceptuelles des Collaborations aux Conférences EGC depuis 2004: Une modélisation descriptive;Dans ce travail, nous analysons les données concernant les articles publiés à laconférence EGC. Notre objectif est d'identifier et de comprendre les tendances en matièrede collaborations. Pour ce faire, nous adoptons une modélisation descriptive, à travers uneapproche réseau qui consiste à générer tout d'abord le réseau de collaborations des auteursà partir des données. Nous enrichissons ensuite les noeuds de ce réseau d'une dizained'attributs individuels extraits à partir des données. Enfin, nous recherchons des vuesconceptuelles, une approche récente de clustering de liens, qui permet de synthétiser desréseaux en mettant en évidence les ensembles d'attributs retrouvés fréquemment liés dansle réseau. Les résultats obtenus montrent les tendances existantes dans les comportementsde collaborations. Dans ce papier, nous présentons ces tendances et montrons commentelles évoluent selon différents seuils d'extraction.;Erick Stattner;http://editions-rnti.fr/render_pdf.php?p1&p=1002196;http://editions-rnti.fr/render_pdf.php?p=1002196;9;Reims;49.258350;4.031717
1126;Revue des Nouvelles Technologies de l'Information;EGC;2016;Détection de données aberrantes à partir de motifs fréquents sans énumération exhaustive;La détection de données aberrantes (outliers) consiste à détecter desobservations anormales au sein des données. Durant la dernière décennie, desméthodes de détection d'outliers utilisant les motifs fréquents ont été proposées.Elles extraient dans une première phase tous les motifs fréquents, puis assignentà chaque transaction un score mesurant son degré d'aberration (en fonction dunombre de motifs fréquents qui la couvre). Dans cet article, nous proposons deuxnouvelles méthodes pour calculer le score d'aberration fondé sur les motifs fréquents(FPOF). La première méthode retourne le FPOF exact de chaque transactionsans extraire le moindre motif. Cette méthode s'avère en temps polynomialpar rapport à la taille du jeu de données. La seconde méthode est une méthodeapprochée où l'utilisateur final peut contrôler l'erreur maximale sur l'estimationdu FPOF. Une étude expérimentale montre l'intérêt des deux méthodes pour lesjeux de données volumineux où une approche exhaustive échoue à calculer unesolution exacte. Pour un même nombre de motifs, la précision de notre méthodeapprochée est meilleure que celle de la méthode classique.;Arnaud Giacometti, Arnaud Soulet;http://editions-rnti.fr/render_pdf.php?p1&p=1002155;http://editions-rnti.fr/render_pdf.php?p=1002155;3;Reims;49.258351;4.031718
1127;Revue des Nouvelles Technologies de l'Information;EGC;2016;Détection de messages falsifiés de localisation de navires;The Automatic Identification System was initially designed for safety purposes. However,the system is not secured and the messages contain errors and undergo attacks and falsifications.This article proposes a methodological approach for the detection of falsified AISmessages.;Clément Iphar, Aldo Napoli, Cyril Ray;http://editions-rnti.fr/render_pdf.php?p1&p=1002229;http://editions-rnti.fr/render_pdf.php?p=1002229;11;Reims;49.258352;4.031719
1128;Revue des Nouvelles Technologies de l'Information;EGC;2016;Enrichissement de schéma multidimensionnel en constellation grâce à la Classification Ascendante Hiérarchique;Les hiérarchies sont des structures cruciales dans un entrepôt de donnéespuisqu'elles permettent l'agrégation de mesures dans le but de proposerune vue analytique plus ou moins globale sur les données entreposées, selon leniveau hiérarchique auquel on se place. Cependant, peu de travaux s'intéressentà la construction de hiérarchies, via un algorithme de fouille de données, prenanten compte le contexte multidimensionnel de la dimension concernée. Danscet article, nous proposons donc un algorithme, implémenté sur une architectureROLAP, permettant d'enrichir une dimension avec des données factuelles.;Lucile Sautot, Sandro Bimonte, Ludovic Journaux, Arnaud Larrère, Kévin Saint-Paul, Bruno Faivre;http://editions-rnti.fr/render_pdf.php?p1&p=1002209;http://editions-rnti.fr/render_pdf.php?p=1002209;11;Reims;49.258353;4.031720
1129;Revue des Nouvelles Technologies de l'Information;EGC;2016;Évaluation et Prédiction de la Centralité de Groupes de Recherche dans un Réseau de Collaborations Scientifiques;De nos jours, il y a un fort intérêt pour de nouvelles méthodes d'évaluationdes groupes de recherche afin de quantifier l'impact de leur travail surtoute la communauté scientifique et de tenter de prédire leurs performances dansle futur. Dans ce contexte, nous proposons une nouvelle approche hybride quimesure la centralité d'un groupe de chercheurs publiants. Cette mesure profitede l'expressivité et de la capacité d'inférence apportées par une modélisationontologique des groupes et des thématiques inférées, et d'une modélisation engraphe qui permet d'explorer les interactions entre ces différents groupes aufil du temps. Ce modèle permet également de détecter les groupes capables decollaborer avec d'autres tout en maintenant un haut niveau de production, etd'identifier ceux qui sont plus déterminants sur les thématiques déduites, afin dedévelopper des collaborations de recherche plus fructueuses.;Aurélien Bossard, Mario Cataldi, Myriam Lamolle, Chan Le Duc;http://editions-rnti.fr/render_pdf.php?p1&p=1002193;http://editions-rnti.fr/render_pdf.php?p=1002193;9;Reims;49.258354;4.031721
1130;Revue des Nouvelles Technologies de l'Information;EGC;2016;Exploration des Données du Défi EGC 2016 à l'aide d'un Système d'Information Logique;"Nous présentons dans cet article les méthodes employées et les résultatsobtenus en réponse au Défi EGC 2016. Notre approche repose d'une partsur des chaînes automatiques de traitements linguistiques en français et en anglaisutilisant le plus possible des ressources et outils publics et d'autre part surun environnement d'exploration des données basé sur les systèmes d'informationlogiques ; ces systèmes exploitent une généralisation des treillis de conceptsformels appliquée aux données attribut-valeur ou au web sémantique.";Peggy Cellier, Sébastien Ferré, Annie Foret, Olivier Ridoux;http://editions-rnti.fr/render_pdf.php?p1&p=1002198;http://editions-rnti.fr/render_pdf.php?p=1002198;9;Reims;49.258355;4.031722
1131;Revue des Nouvelles Technologies de l'Information;EGC;2016;Extension de C-SPARQL pour l'échantillonnage de flux de graphes RDF;Les technologies du web sémantique sont de plus en plus utiliséespour la gestion de flux de données. Plusieurs systèmes de traitement de fluxRDF ont été proposés : C-SPARQL, CQELS, SPARQLstream, EP-SPARQL,SPARKWAVE, etc. Ces derniers étendent tous à la base, le langage d'interrogationsémantique SPARQL. Les données à l'entrée du système sont volumineuseset générées en continu à un rythme rapide et variable. De ce fait, le stockage etle traitement de la totalité du flux deviennent coûteux et le raisonnement presqueimpossible. Par conséquent, le recours à des techniques permettant de réduire lacharge tout en conservant la sémantique des données, permet d'optimiser les traitementsvoire le raisonnement. Cependant, aucune des extensions de SPARQLn'inclut cette fonctionnalité. Ainsi, dans cet article, nous proposons d'étendre lesystème C-SPARQL pour générer des échantillons à la volée sur flux de graphesRDF. Nous ajoutons trois opérateurs d'échantillonnage (UNIFORM, RESERVOIRet CHAIN) à la syntaxe de C-SPARQL. Les expérimentations montrent laperformance de notre extension en terme de temps d'exécution, et de la préservationde la sémantique des données.;Amadou Fall Dia, Zakia Kazi Aoul, Aliou Boly;http://editions-rnti.fr/render_pdf.php?p1&p=1002167;http://editions-rnti.fr/render_pdf.php?p=1002167;1;Reims;49.258356;4.031723
1132;Revue des Nouvelles Technologies de l'Information;EGC;2016;Extraction automatique d'affixes pour la reconnaissance d'entités nommées chimiques;Nous détaillerons ici une approche permettant de détecter des affixes àpartir de dictionnaires en se basant sur l'algorithme de la plus longue sous-chaînecommune, dans le cadre de la reconnaissance d'entités nommées chimiques surCHEMDNER. Nous verrons ensuite des méthodes de sélection et de tri afin deles intégrer au mieux dans un système d'apprentissage automatique.;Yoann Dupont, Isabelle Tellier, Christian Lautier, Marco Dinarelli;http://editions-rnti.fr/render_pdf.php?p1&p=1002216;http://editions-rnti.fr/render_pdf.php?p=1002216;11;Reims;49.258357;4.031724
1133;Revue des Nouvelles Technologies de l'Information;EGC;2016;Extraction de clés de liage de données (résumé étendu);De grandes quantités de données sont publiées sur le web des données.Les lier consiste à identifier les mêmes ressources dans deux jeux de donnéespermettant l'exploitation conjointe des données publiées. Mais l'extractionde liens n'est pas une tâche facile. Nous avons développé une approche qui extraitdes clés de liage (link keys). Les clés de liage étendent la notion de cléde l'algèbre relationnelle à plusieurs sources de données. Elles sont fondées surdes ensembles de couples de propriétés identifiant les objets lorsqu'ils ont lesmêmes valeurs, ou des valeurs communes, pour ces propriétés. On présenteraune manière d'extraire automatiquement les clés de liage candidates à partir dedonnées. Cette opération peut être exprimée dans l'analyse formelle de concepts.La qualité des clés candidates peut-être évaluée en fonction de la disponibilité(cas supervisé) ou non (cas non supervisé) d'un échantillon de liens. La pertinenceet de la robustesse de telles clés seront illustrées sur un exemple réel.;Jérôme Euzenat;http://editions-rnti.fr/render_pdf.php?p1&p=1002150;http://editions-rnti.fr/render_pdf.php?p=1002150;0;Reims;49.258358;4.031725
1134;Revue des Nouvelles Technologies de l'Information;EGC;2016;Extraction de commentaires utilisateurs sur le Web;Dans cet article, nous présentons CommentsMiner, une solution d'extractionnon supervisée pour l'extraction de commentaires utilisateurs. Notreapproche se base sur une combinaison de techniques de fouille de sous-arbresfréquents, d'extraction de données et d'apprentissage de classement. Nos expérimentationsmontrent que CommentsMiner permet de résoudre le problèmed'extraction de commentaires sur 84% d'un jeu de données représentatif et publiquementaccessible, loin devant les techniques existantes d'extraction.;Julien Subercaze, Christophe Gravier, Frédérique Laforest;http://editions-rnti.fr/render_pdf.php?p1&p=1002174;http://editions-rnti.fr/render_pdf.php?p=1002174;7;Reims;49.258359;4.031726
